"pointid","xcoord","ycoord"
1684,1973390.56138218,2404836.81353543
1685,1972970.80391791,2405104.61730403
1686,1972257.47866882,2406053.87710166
1687,1972660.11222231,2405284.73711743
1688,1972818.97862233,2405225.98868044
1689,1971778.65096736,2406298.2353555
1690,1971167.77758278,2406817.14148219
1691,1970790.72364539,2407220.33423603
1692,1970678.2748746,2407370.53503059
1693,1969615.23720533,2411153.37891217
1694,1969596.83779375,2411322.96531893
1695,1970179.46506056,2412939.84783688
1696,1987475.46474966,2431634.38480647
1697,1987529.79398387,2431646.13521387
1698,1987877.00450246,2431656.23442023
1699,1971380.3399166,2410739.20275141
1700,1971066.46381899,2410424.28245315
1701,1972535.81174405,2412220.9707843
1702,1984711.1073093,2405502.20245434
1703,1984557.0323123,2404852.9766456
1704,1990664.58775745,2397228.70954556
1705,1990805.69024629,2397569.83746033
1706,1991374.0262041,2398979.70744795
1707,1985958.70689476,2394367.15824401
1708,1986538.34555968,2394135.8808984
1709,1985792.67659023,2394831.14523612
1710,1989904.08537866,2439750.16821595
1711,1992123.594276,2436647.5031626
1712,1988810.68249028,2436821.68647226
1713,1986412.91278071,2435543.48866754
1714,1984359.67718805,2435546.33976933
1715,1985988.33291341,2436937.97644547
1716,1989103.55467467,2435638.14332713
1717,1990067.47588153,2435272.30329681
1718,1986723.4296762,2432973.86114977
1719,1987738.46231524,2432090.15719341
1720,1986267.80378935,2432890.07559702
1721,1985455.20997776,2432685.17406802
1722,1983850.56646752,2431223.17804758
1723,1988099.09184228,2434433.21856854
1724,1988632.78807829,2433355.80709023
1725,1988698.66161976,2436062.24199413
1726,1987846.95168354,2434773.57008282
1727,1987898.9860163,2434705.38773989
1728,1993655.59724052,2439123.73592157
1729,1991669.49749012,2440646.41148021
1730,1994598.93623441,2433554.23781516
1731,1994598.93023441,2433554.76831549
1732,1995687.63001983,2434244.6062498
1733,1993745.74499727,2429581.32941392
1734,1993746.70009787,2429577.41911146
1735,1994535.94829476,2430057.8071139
1736,1995710.12463399,2431696.33764547
1737,1996606.4645983,2432491.73724624
1738,1996133.79350072,2430166.52238234
1739,1995183.23650227,2429428.12331747
1740,1994859.69769858,2429575.08240999
1741,1992887.62085702,2425197.68195409
1742,1992868.92614524,2425465.11882246
1743,1991506.9848878,2425077.50477843
1744,1991676.85619475,2425067.02497183
1745,1991022.33378268,2425044.17855745
1746,1990845.69837147,2425375.50266604
1747,1990021.99235289,2413518.00470087
1748,1992246.96675368,2410492.53509612
1749,1990968.22944862,2408217.32506371
1750,1990180.93175295,2409879.12500993
1751,1989481.55211264,2409285.69503632
1752,1990155.52233696,2409874.41340696
1753,1989334.36381998,2408836.69375364
1754,1987795.48125114,2405820.55265476
1755,1988653.1479911,2411139.58270348
1756,1988337.79799257,2411275.45378902
1757,1987103.63211557,2412119.74842057
1758,1986202.99944855,2412237.86359493
1759,1985218.85192896,2410289.3506682
1760,1985658.28220562,2411437.43869101
1761,1985194.39981357,2410145.34157753
1762,1985544.47973397,2409386.55709982
1763,1986953.71582118,2407665.64711638
1764,1985842.97562189,2408881.23298169
1765,1986430.16179157,2413477.7054755
1766,1985471.91788828,2413350.44529538
1767,1983308.14672603,2410869.4306334
1768,1984241.09841339,2409350.21067694
1769,1984101.40982545,2408577.86079069
1770,1983606.74721402,2408248.24498317
1771,1985010.89109803,2408406.56008284
1772,1985471.07368775,2408816.95594122
1773,1984474.09346008,2407822.4482151
1774,1984340.15147575,2407530.3419312
1775,1984051.54259405,2407221.00853645
1776,1985613.91387768,2412264.07491143
1777,1986111.45019092,2412218.87738298
1778,1986288.77200256,2409168.78646272
1779,1988607.03356207,2411008.32772085
1780,1988550.88102672,2410855.89782488
1781,1988207.42021048,2409857.60039638
1782,1988003.74538226,2408076.423875
1783,1992271.79616931,2410261.06955039
1784,1992449.26358104,2409385.04379887
1785,1993737.54709211,2411112.57738648
1786,1993477.88812863,2410861.24422825
1787,1994774.86244517,2411236.85596472
1788,1996570.86177589,2410379.94352523
1789,1996017.56462755,2413766.87765756
1790,1994006.43026139,2413455.83846174
1791,1991484.54277368,2407264.49286383
1792,1991593.42104222,2407237.82264704
1793,1988441.07825759,2405148.02333136
1794,1988111.25384994,2403439.10625547
1795,1987630.7128474,2404975.38982267
1796,1986583.26708796,2405440.77721567
1797,1986692.63555682,2405067.76468083
1798,1985301.65208109,2406444.44214755
1799,1989496.8930223,2402013.23165777
1800,1989654.85162175,2398386.2201743
1801,1989917.99798742,2399929.74244606
1802,1989911.70068346,2399936.05885004
1803,1989539.36554904,2398054.03376517
1804,1988316.24057899,2398483.50983555
1805,1987650.79266005,2398187.97264949
1806,1986823.8070394,2397989.7561247
1807,1986225.14146249,2397973.79011465
1808,1979444.5255936,2396442.07925032
1809,1978997.05331188,2396388.18751639
1810,1977908.2469264,2396055.06530667
1811,1978629.89218073,2396286.61615245
1812,1976999.10885403,2393676.6800093
1813,1977693.31109108,2394062.38815213
1814,1985718.48854352,2399952.90156064
1815,1985742.80945883,2399821.81097811
1816,1978048.32991459,2393534.38061971
1817,1978738.341649,2396241.03772375
1818,1977944.11364898,2393335.21689432
1819,1978003.84258658,2393395.82393248
1820,1978189.45560344,2392728.18271215
1821,1977698.72439449,2391338.53873727
1822,1977888.82031417,2392065.1210947
1823,1975723.89935119,2396727.08532975
1824,1981360.79160003,2393433.37865612
1825,1979760.90609278,2392136.04423936
1826,1978628.5905799,2392267.16652191
1827,1979391.59596027,2391684.93415535
1828,1984098.01542331,2394680.08564102
1829,1983864.35597621,2395411.80270169
1830,1984202.52828911,2394570.04037173
1831,1983027.04104906,2394428.23728246
1832,1982901.43616998,2394598.81778985
1833,1983990.66945573,2393528.493016
1834,1985273.22456319,2391969.56963455
1835,1983220.8914711,2392575.87081626
1836,1982516.16632742,2392528.47098642
1837,1989511.04403121,2396795.6147729
1838,1989044.89433774,2395021.16675575
1839,1988611.50786489,2393231.57092907
1840,1988405.94773547,2392835.74397987
1841,1988173.82728934,2401953.27582003
1842,1988226.88802274,2401930.31950557
1843,1987050.22518194,2402361.47257701
1844,1987006.93915469,2402455.7974364
1845,1985094.97335097,2402697.13138834
1846,1985496.26920361,2402266.64411731
1847,1981280.62434956,2406218.99620561
1848,1982066.79694451,2405727.40899612
1849,1979253.06657306,2407167.33630266
1850,1983498.41764582,2401829.04634181
1851,1983496.05014433,2401907.71929134
1852,1983454.50121817,2401496.99513276
1853,1983462.43262317,2401501.22823543
1854,1983240.9144837,2400632.66978861
1855,1983249.62478919,2400633.49968913
1856,1981472.62287043,2401319.09332076
1857,1981551.5106201,2401326.56172546
1858,1981206.27100275,2401399.90587164
1859,1981256.18373417,2401378.63165824
1860,1980071.89298857,2401160.61932099
1861,1979532.18094878,2401677.20434622
1862,1980906.19301382,2401987.25534142
1863,1980275.66151686,2402432.46562171
1864,1981251.08853096,2399249.64481789
1865,1981657.53548685,2401111.20868988
1866,1981260.06573661,2399096.05362119
1867,1981245.68062756,2399200.65188705
1868,1981160.64397402,2399236.50820962
1869,1981130.72885519,2399062.15449985
1870,1977268.17182342,2401379.48425878
1871,1977247.72271055,2399428.86833072
1872,1976859.17726593,2399239.73771165
1873,1981344.67298988,2404174.31631834
1874,1981366.67640373,2404219.73984693
1875,1981027.36499011,2404011.82291603
1876,1981008.82787844,2404022.82232296
1877,1979541.63745474,2403421.39754432
1878,1980245.2351977,2403553.02212718
1879,1980161.38144491,2404767.94399207
1880,1979757.64789073,2405322.79734139
1881,1980799.52424667,2407924.34827926
1882,1990634.08953825,2401632.39201801
1883,1991532.42860382,2400862.80043349
1884,1993233.73017492,2405569.97659701
1885,1993469.52582337,2405783.26553129
1886,1994465.36965032,2405820.92285499
1887,1994501.72857321,2405728.13689658
1888,1994648.82826583,2405691.10967327
1889,1994503.24987417,2405724.25229413
1890,1994713.25380639,2405689.82067246
1891,1994650.13586665,2405691.61057358
1892,1996291.28869988,2409081.21210759
1893,1996267.37448482,2408728.37558545
1894,1993402.36598109,2404638.65841067
1895,1994050.64918923,2405471.8067352
1896,1994111.85782776,2403951.24567789
1897,1994711.50650528,2405578.25520222
1898,1994976.62257219,2404577.49817217
1899,1994974.98177116,2404574.41777023
1900,1995232.34573319,2402058.11608603
1901,1995642.99019172,2402671.3433721
1902,1993931.82041442,2398644.8076371
1903,1991364.55849814,2415474.16053242
1904,1987915.47612669,2416027.2033806
1905,1988343.59679622,2416844.264695
1906,1990674.87646393,2424552.73534805
1907,1990690.2383736,2423520.15699797
1908,1990781.5712311,2423303.7214617
1909,1990782.69373181,2423297.44955776
1910,1990726.11409619,2423109.19753924
1911,1990783.74893247,2423354.55789371
1912,1989915.17018564,2424946.23869579
1913,1988066.50452177,2428282.24909605
1914,1987341.33896522,2427875.82714018
1915,1987087.38700534,2422318.58724149
1916,1986026.79643762,2423196.11709396
1917,1986357.16584561,2422778.08013077
1918,1985341.5427062,2424647.98880802
1919,1986026.4510374,2423198.06099518
1920,1985439.63576796,2424927.86828422
1921,1985448.61817361,2425059.96836739
1922,1986151.39011606,2426780.27055045
1923,1986182.25463549,2426910.08093217
1924,1985752.86306516,2427869.78943638
1925,1986062.9834604,2427290.96347197
1926,1984100.29672475,2428597.66339463
1927,1983175.48774251,2428865.37366317
1928,1982591.56237489,2430437.14055272
1929,1987028.60386833,2425079.69647981
1930,1985063.55833119,2431050.39563881
1931,1984000.09286166,2429901.10001524
1932,1983896.32319633,2429878.87310125
1933,1984460.98905183,2430890.5985382
1934,1980790.28944086,2429549.54299391
1935,1986116.20439391,2426903.15612781
1936,1985358.34461678,2425036.10665237
1937,1985156.05948943,2425128.10011028
1938,1983958.56383552,2425794.21472965
1939,1982669.34982386,2425595.1015043
1940,1984675.33298678,2426970.59827027
1941,1983286.11471216,2422357.28386585
1942,1985246.22194619,2421169.00151774
1943,1984502.17237776,2420342.1932972
1944,1984088.92201759,2422234.45278852
1945,1984233.31380849,2422280.70511764
1946,1982648.03421044,2424319.51420122
1947,1979890.7085745,2423590.51024226
1948,1980641.09244692,2422594.13671497
1949,1978578.96774866,2424805.38630711
1950,1980875.28159436,2421632.87650978
1951,1980018.66985506,2421574.77977321
1952,1979041.69313999,2420943.39827571
1953,1979546.65345789,2423353.50529305
1954,1981463.84656491,2420900.53594872
1955,1981853.68531034,2419618.25374143
1956,1981529.94850652,2421045.00573968
1957,1979620.65870449,2417940.11448492
1958,1979945.62600908,2418212.95715669
1959,1979588.32688413,2418690.04585706
1960,1979681.78424297,2419636.76235308
1961,1979537.27645199,2419929.17463718
1962,1977835.15178038,2420381.22582178
1963,1983348.51625144,2417634.7920927
1964,1984938.91785272,2414237.84635407
1965,1983664.8527506,2415822.51455173
1966,1983584.11759977,2415927.74871799
1967,1983577.6444957,2415934.82012244
1968,1985046.45172042,2414147.3649971
1969,1985837.31661833,2414354.54482754
1970,1985858.3944316,2414304.59819609
1971,1985992.91601629,2414141.93409368
1972,1985846.68352423,2414732.58506554
1973,1985831.29951454,2414524.86313477
1974,1981215.38880849,2413022.89058916
1975,1981130.61145511,2412998.02297351
1976,1981820.97438975,2412782.6332379
1977,1976885.94458278,2412791.32164337
1978,1973732.90099771,2412032.94706592
1979,1976664.65984347,2411039.33874037
1980,1976861.06646712,2410340.31720029
1981,1976716.9808764,2410770.28177098
1982,1976736.61998877,2410725.22564261
1983,1972630.8794039,2409283.49873494
1984,1975068.65263866,2409775.0370444
1985,1972320.55980854,2406638.6276698
1986,1971700.79991835,2408473.92692525
1987,1972294.79889232,2406975.43078184
1988,1970658.266262,2409484.73156163
1989,1969530.58195204,2405869.56308562
1990,1970630.67454463,2406359.0758938
1991,1970702.24388969,2406155.85726586
1992,1970695.17038523,2405178.82105074
1993,1970561.88980132,2404662.8525259
1994,1972840.81383608,2405073.14358421
1995,1972749.50077859,2403740.98934552
1996,1973808.69034543,2404346.57232678
1997,1974016.17357605,2404480.29391097
1998,1974139.31825358,2403265.15924595
1999,1973587.42530612,2402187.42496744
2000,1973663.86225424,2402611.85053465
2001,1974166.68987081,2399144.0408514
2002,1973107.07800371,2401284.40429892
2003,1973699.67757679,2397544.07054411
2004,1974371.76139992,2396562.71772627
2005,1974884.56452277,2395293.73132735
2006,1973102.95060111,2394271.32108367
2007,1973227.85997975,2394272.37378433
2008,1973008.20434146,2401303.39351088
2009,1972900.5785737,2401375.56765632
2010,1972837.14203376,2401358.94194585
2011,1968796.74429004,2401429.93659054
2012,1968233.1413352,2402524.18257945
2013,1968781.78618062,2402570.37960854
2014,1969645.60292445,2404795.05620914
2015,1969903.41828677,2403713.07192795
2016,1968654.6912006,2400639.43679287
2017,1968675.31901359,2400644.85419628
2018,1968775.66207676,2400824.46670936
2019,1967023.41447359,2401170.68712733
2020,1972707.23135198,2397529.51113494
2021,1972419.05697055,2397554.35515058
2022,1971791.14677523,2397820.42201809
2023,1972074.63465371,2397614.63198853
2024,1970308.84244201,2398261.40339572
2025,1971524.10660711,2398072.81397699
2026,1970151.29504282,2398106.40369814
2027,1969326.71012369,2397382.56774243
2028,1969306.75821112,2397697.14794048
2029,1972801.09031107,2397768.22478523
2030,1972719.00225938,2397603.96258181
2031,1971409.54173498,2395497.48945563
2032,1972153.01470305,2396948.01166884
2033,1969725.63547484,2398734.74809373
2034,1968838.32971622,2399522.10078942
2035,1968704.95383225,2396442.3605505
2036,1973867.09568219,2395901.69921011
2037,1973506.10295492,2395339.17455596
2038,1975259.62155889,2393458.06757167
2039,1975063.93463569,2394629.78160935
2040,1975424.84986291,2392639.71315645
2041,1974021.63287949,2393344.03639987
2042,1973774.79952409,2393847.57161689
2043,1975093.34225421,2392819.68296976
2044,1974844.21519736,2398668.9424523
2045,1974833.98979092,2398489.17973912
2046,1973348.30455558,2401746.75289
2047,1973047.05316592,2402328.45365623
2048,1973720.45508987,2403012.55558692
2049,1974981.80308399,2401564.74737542
2050,1974731.8146266,2400946.79928637
2051,1975933.24378299,2409999.18008552
2052,1976097.23758623,2409841.35718615
2053,1976223.83716594,2409895.69332036
2054,1980397.14779334,2411965.32722335
2055,1980042.78307024,2409168.87876278
2056,1978472.75008179,2407908.99516959
2057,1978462.02697504,2407927.56328128
2058,1976837.46155226,2406671.24859034
2059,1977835.48778059,2407569.92495612
2060,1977869.57170205,2407583.69736479
2061,1977993.72278021,2407722.41765212
2062,1978024.34339949,2407764.80017881
2063,1980892.4921052,2416559.88741596
2064,1980815.81205692,2416671.77858641
2065,1976918.03310299,2416348.72188302
2066,1976076.24367302,2416445.02654365
2067,1975551.24494249,2416407.73942018
2068,1974834.29519112,2416764.02984449
2069,1973230.76958158,2418312.00391905
2070,1972027.49822403,2416653.93497517
2071,1974989.59638889,2419135.42303745
2072,1974240.12811704,2417268.78326227
2073,1974288.63474758,2421419.53107547
2074,1987456.44413769,2419824.81817148
2075,1987639.86975317,2419172.6622609
2076,1987653.24216159,2419073.06509819
2077,1987871.22829883,2418900.80328974
2078,1987833.25857492,2418935.69491171
2079,1987829.23817239,2418389.83076805
2080,1986085.67077469,2417128.61947402
2081,1992013.13620646,2423611.81155567
2082,1992107.71796601,2423491.4603799
2083,1992078.66554772,2423541.92971167
2084,1992087.70305341,2423543.68071278
2085,1992256.72705982,2423234.7796183
2086,1993238.4714779,2430657.96239174
2087,1993562.78528208,2430646.06908425
2088,1993618.95871745,2430653.608889
2089,1992823.18331645,2430688.04691068
2090,1992500.56541334,2430348.70179704
2091,1990461.54092962,2429096.96240898
2092,1992107.55986591,2430688.76841114
2093,1992505.93451672,2433303.63945739
2094,1992435.12897214,2431383.74274867
2095,1991585.6064373,2431869.86865472
2096,1994292.91584175,2433211.36569929
2097,1994398.83000843,2433227.98610976
2098,1993401.89838079,2433184.13818215
2099,1994405.24931248,2433229.0001104
2100,1992974.92931198,2433070.98191091
2101,1991475.42926794,2434521.7774243
2102,1992850.24973349,2434024.19261103
2103,1994222.32959731,2435162.51412769
2104,1993005.15613101,2436405.22741007
2105,1992924.90288049,2437880.44753883
2106,1991376.8911059,2433760.61924509
2107,1990164.49964261,2433537.08320436
2108,1988090.87953711,2392783.88664722
2109,1988315.52507855,2392684.76818482
2110,1987630.99474758,2394526.89074457
2111,1991294.72435417,2422392.58178807
2112,1979287.2869946,2412934.86263374
2113,1978850.88601986,2412619.56823524
2114,1984985.50038205,2396932.65185917
2115,1983929.153817,2395502.79245897
2116,1980365.11517318,2411978.07003137
2117,1980229.68808791,2412066.76268721
2118,1968641.48279228,2407150.52249208
2119,1969256.78047966,2408205.2413561
2120,1983979.76534886,2404943.15040237
2121,1990488.07624632,2420442.94396063
2122,1991328.1270752,2422371.75557496
2123,1968660.54740429,2404066.13325023
2124,1986144.50781173,2402814.23566206
2125,1989861.41055179,2399986.42928175
2126,1983823.10975024,2395718.17529457
2127,1983547.16127651,2401546.41236388
2128,1983169.66673885,2400625.90388435
2129,1982637.12230357,2400934.50007863
2130,1982634.74220207,2400936.13967966
2131,1982539.12564187,2401001.93902109
2132,1982274.12267504,2401058.91825696
2133,1982181.26041657,2401044.19454769
2134,1994939.48734882,2404507.61212817
2135,1994937.14854734,2404320.45451034
2136,1994906.02442775,2404217.27224538
2137,1995621.57927825,2402790.60134718
2138,1990454.38012511,2420432.23005389
2139,1989360.73623658,2418669.11394388
2140,1978670.9892066,2410252.09804475
2141,1978350.24020466,2408121.15570316
2142,1993909.33470026,2422358.64006671
2143,1994291.0884406,2421677.06843761
2144,1994122.47093444,2421436.64608624
2145,1987743.59181847,2432041.28066264
2146,1989772.41269576,2432249.932594
2147,1989914.91178548,2432602.8690162
2148,1989914.74438537,2432627.42053166
2149,1990135.87272459,2433526.86079792
2150,1989767.45289264,2432247.28229233
2151,1983542.87477381,2415972.74964632
2152,1983052.87656532,2415300.74642324
2153,1980966.87265203,2413046.75520419
2154,1976353.87584781,2409987.74487832
2155,1993476.86712799,2410820.77200277
2156,1990140.94962778,2433550.92351307
2157,1986174.87503085,2412206.74787534
2158,1985712.87503998,2409084.75230982
2159,1978824.47660323,2396372.35550643
2160,1986209.87935289,2402749.74692146
2161,1983066.87167413,2404296.74979541
2162,1983948.87592942,2403484.7515842
2163,1983276.87810634,2402543.65789171
2164,1973882.87349213,2403064.74731978
2165,1974855.8717047,2394909.7401856
2166,1973700.86957754,2394608.7446961
2167,1972328.87321377,2397436.75207654
2168,1989317.8726096,2401993.7440455
2169,1981750.87584561,2401160.74152107
2170,1990350.71585985,2443316.08806096
2171,1978241.34273611,2479965.87953471
2172,1970522.72857667,2478908.6516691
2173,1970396.84889742,2479835.33605252
2174,1970942.97804125,2478645.74830359
2175,1972886.42466479,2479533.60026255
2176,1973693.40377284,2479684.53695758
2177,1972724.01786254,2479691.45136193
2178,1971412.85273707,2481285.79316569
2179,1970754.30402246,2481364.80231543
2180,1971018.76998896,2482190.57403531
2181,1971309.40967194,2480581.97952259
2182,1977212.19558818,2480680.9590849
2183,1977058.75169158,2480640.16595922
2184,1977012.52796248,2480451.21494026
2185,1971242.67302993,2483425.65571289
2186,1973550.21028269,2480399.30130758
2187,1973113.38550768,2481514.72780982
2188,1973980.25745344,2481004.75318875
2189,1974361.75499362,2481507.50180527
2190,1974665.98018515,2481316.01218471
2191,1972006.77241099,2483707.52299035
2192,1974326.38547135,2482045.03384369
2193,1973973.00304887,2483378.07128293
2194,1972366.37453738,2484016.8688851
2195,1976346.43574312,2481867.13053168
2196,1976556.3868753,2480897.6185213
2197,1975850.06993062,2482666.68483506
2198,1975889.35265535,2482546.54175942
2199,1977160.92855591,2481702.53152806
2200,1977097.72611611,2481852.24712231
2201,1977255.32471533,2482401.29646798
2202,1977492.32886454,2482453.55200088
2203,1977675.38037979,2483902.37551302
2204,1978694.34712131,2484455.11186101
2205,1979788.5701102,2484319.71337577
2206,1980054.63897771,2484173.55958375
2207,1981623.20706524,2484161.15747594
2208,1978458.56397286,2481351.5657071
2209,1978289.20256624,2482315.97691427
2210,1979487.60662072,2481285.75416566
2211,1980707.80638893,2481048.76981647
2212,1980405.46389858,2481529.70751925
2213,1980564.20859852,2481885.75884341
2214,1980715.27179363,2482203.21514327
2215,1980835.08886906,2481643.91219115
2216,1980807.0450514,2481208.9379173
2217,1981294.01835799,2481765.88576794
2218,1981040.24839822,2481305.11177785
2219,1981346.83559124,2482235.79696379
2220,1982152.44799843,2482420.18357987
2221,1981784.6848669,2481896.30445005
2222,1980065.06948427,2482921.33059538
2223,1981206.66170299,2482922.60189618
2224,1979706.07805827,2484818.33988969
2225,1977265.81892194,2485960.30520864
2226,1977487.94546179,2484185.59489133
2227,1977505.80547303,2485173.17521308
2228,1976684.30945584,2486527.42656568
2229,1976010.17113142,2485994.7144303
2230,1976730.21298474,2484658.49608905
2231,2017184.87165393,2471860.75083193
2232,2018780.87755873,2471048.75252072
2233,2014594.87362333,2472196.74134346
2234,2021342.8787717,2470712.74490918
2235,2013866.870065,2470054.75339492
2236,2011752.87123408,2469228.75027489
2237,2012403.87364393,2469221.75227049
2238,2010450.88071438,2469256.74759252
2239,2011458.87444899,2469354.74775422
2240,2009490.28820962,2467389.34361685
2241,2009229.23454526,2468358.63442709
2242,2009648.12810899,2466803.25984787
2243,2005187.04240041,2471051.37782237
2244,2008830.52019424,2469839.05965913
2245,2010332.92054012,2469340.22894508
2246,2014621.75484025,2472709.79696647
2247,2014472.89234653,2472235.33906776
2248,2013851.03665503,2473787.51794497
2249,2012850.34772502,2473984.98616929
2250,2010800.69723462,2475060.27684627
2251,2009173.73561032,2473290.64453215
2252,2008110.02314064,2474773.26646557
2253,2008428.4383411,2474544.55942159
2254,2007100.383505,2476263.13710356
2255,2015071.57552345,2468005.80020496
2256,2015066.38852018,2468073.2228474
2257,2012973.4120025,2467908.67434381
2258,2014444.62122874,2466620.85613303
2259,2013958.66812279,2469777.13572014
2260,2014719.57650184,2469112.30710158
2261,2012119.67326501,2467650.92928154
2262,2012244.0343433,2468891.75786273
2263,2011761.72063965,2467262.75873716
2264,2012108.97665827,2466096.71110304
2265,2010294.89141617,2468215.45343695
2266,2011637.52906146,2469092.76868928
2267,2010875.53498173,2471152.30468591
2268,2011381.39810021,2469526.34886225
2269,2015730.37243821,2474248.88883544
2270,2013743.78648751,2474309.05807332
2271,2013936.6022089,2474737.16314285
2272,2014064.45208939,2475356.78913295
2273,2014076.93969725,2475677.80093504
2274,2014332.19675796,2476744.86410684
2275,2009254.76686134,2478622.39768889
2276,2015296.43656502,2474904.30244807
2277,2011657.69287416,2476581.53250401
2278,2008204.9474004,2473157.83754854
2279,2008214.18720622,2473210.63178178
2280,2009539.42804056,2472810.03802958
2281,2009601.11577939,2472765.86370177
2282,2008254.67083171,2472221.01385874
2283,2008183.36438681,2472241.98657195
2284,2005097.32504392,2472323.36452318
2285,2004930.16203868,2473542.85399094
2286,2007521.60807019,2474699.10681888
2287,2017528.93127054,2473626.83224381
2288,2017435.97061201,2472124.57719803
2289,2018762.22174698,2471700.46023102
2290,2018760.30044577,2471707.55733548
2291,2020299.3192147,2472391.62146615
2292,2021768.20963947,2472146.03171154
2293,2022749.88205751,2471629.74238649
2294,2021473.49815393,2472857.74525961
2295,2021796.23435712,2474120.43975457
2296,2022466.349179,2473123.87722716
2297,2022973.87409853,2471867.75443634
2298,2015750.50585089,2466918.98222072
2299,2015662.24739532,2467138.62645901
2300,2014012.16475647,2464459.96207259
2301,2015036.80010156,2466153.84713901
2302,2024906.65551536,2469067.03907308
2303,2024002.88104636,2469662.75234813
2304,2024922.64202542,2469036.95805415
2305,2007748.87211327,2460744.75073359
2306,2006096.87707322,2461304.75128615
2307,2003940.87311585,2461388.75263904
2308,2003566.23307999,2461867.20294026
2309,2003868.32427018,2461418.88205801
2310,2003869.25037076,2461417.50295714
2311,2000329.52114224,2465986.27553352
2312,2000365.48396488,2466310.65653774
2313,2000920.07221404,2467763.26485226
2314,2001019.42497658,2469519.73355809
2315,2001707.63760987,2470190.77308056
2316,2001444.70984433,2470879.43111412
2317,2001721.94721888,2472381.96816008
2318,2000454.88092116,2460730.74262477
2319,2000608.87441811,2459316.75533456
2320,2002358.87501987,2457174.75058601
2321,2001686.87729679,2453324.74846215
2322,2002036.87831715,2456376.74698361
2323,2000993.8748605,2452967.74973739
2324,1998394.35522391,2453379.76179679
2325,2000920.79061449,2453033.1999786
2326,1998080.80412651,2453242.80531056
2327,1995996.42471424,2454601.94226624
2328,1995926.43087017,2454980.00390426
2329,1995350.17260737,2455481.56322003
2330,1995222.1842268,2455568.93657503
2331,1994797.78595961,2455923.37589818
2332,1993110.61899741,2457806.20838356
2333,1992959.14170204,2460331.51167343
2334,1998886.87593399,2450972.74188139
2335,1995596.87916269,2451014.74370783
2336,1995316.87278641,2449334.74705015
2337,1993608.8767111,2445330.74752934
2338,1993118.87770261,2445330.74502934
2339,1990388.87048387,2443384.74560419
2340,1988276.36665389,2444579.81945658
2341,1988785.43747439,2444265.33155858
2342,1988890.87004077,2444000.74759201
2343,1988204.63200873,2444870.11543934
2344,1987114.04722213,2444895.58405537
2345,1987913.2804253,2445102.17818544
2346,1988203.19870783,2444869.7346391
2347,1985763.67007196,2445565.91457739
2348,1985732.52025235,2445703.05996374
2349,1985742.89685889,2445708.82766737
2350,1985375.08372732,2447760.17495884
2351,1985690.40202584,2446088.43920636
2352,1986291.67110438,2449208.67267078
2353,1986696.46925923,2451419.44176262
2354,1986609.58380453,2452708.34107408
2355,1986699.10866089,2451444.73667855
2356,1984859.08270246,2453968.28596731
2357,1984806.97406965,2454440.83596481
2358,1983225.96057429,2455517.85724287
2359,1982989.31782531,2456065.70958779
2360,1982815.82251608,2456395.04529513
2361,1981455.11525941,2457271.33144682
2362,1981506.06999149,2462340.96683853
2363,1981487.17417959,2462698.04816333
2364,1981228.50461674,2464186.15290021
2365,1980952.533743,2463650.48906297
2366,1981130.26075489,2463216.5971898
2367,1981833.89659788,2467214.11290653
2368,1981398.63092385,2468235.11564933
2369,1981416.331935,2468385.1691438
2370,1981316.88017238,2468612.49068691
2371,1980007.455348,2469708.27547679
2372,1980011.41025049,2470491.54686992
2373,1980550.17748969,2472677.1208459
2374,1980494.41325458,2472749.54649149
2375,1980927.68092735,2474505.43389695
2376,1987686.87698276,2442418.74819602
2377,1988081.59633127,2442976.45524714
2378,1984977.87297725,2441011.74651021
2379,1984732.873423,2441200.7497292
2380,1984186.87587925,2441900.7498699
2381,1981246.87722831,2443412.74592182
2382,1982394.87345106,2442446.75131365
2383,1983500.87874737,2441788.75079939
2384,1980168.87774963,2444140.75528015
2385,1980434.8763171,2443650.74527165
2386,1979720.87426758,2445904.74619071
2387,1979230.87585909,2445932.75190835
2388,1977480.87025733,2448914.74468573
2389,1977746.8729248,2448144.74950096
2390,1976752.870599,2450986.74999021
2391,1977606.87303666,2449460.75032948
2392,1976570.87578442,2451378.745137
2393,1976507.87604476,2452113.75569974
2394,1976290.87320814,2452498.75534213
2395,1975506.87671456,2453408.74581503
2396,1973826.87395687,2456012.74345444
2397,1972958.8748104,2456474.74864531
2398,1973616.87132466,2456124.74912496
2399,1972132.87469037,2457860.7489179
2400,1970984.87256762,2459666.74755491
2401,1970522.87697676,2460324.74746917
2402,1970270.87631811,2461906.75286516
2403,1970473.86964591,2461535.74823158
2404,1969787.87511402,2462697.75196315
2405,1970634.88084728,2465574.74257443
2406,1971152.87517339,2467898.75073756
2407,1971110.88004695,2467324.74527618
2408,1970970.87625881,2468878.74195454
2409,1970620.87033845,2469900.75389797
2410,1970249.87480489,2470901.75162817
2411,1970577.19151096,2471012.51919791
2412,1970290.58873052,2470960.26266501
2413,1970697.25678655,2472135.74760506
2414,1970578.87261201,2472042.75494651
2415,1970592.87832083,2471916.75586719
2416,1971015.24438674,2472542.48416113
2417,1971037.62250083,2472595.98629482
2418,1972444.92888683,2473328.72195613
2419,1972342.83902256,2474215.9453147
2420,1973350.86255719,2475035.61013074
